
                              SATURN  

            Time        a        Q        e      peri       i        M      node     oblq       q        r        x        y        z       vx       vy       vz   
          7.4688569  9.55391 10.07672 0.054721 340.2270   2.4871  35.2586 113.6282   2.4871   9.0311   9.1372 -6.22247  6.68973  0.13115 -0.00438 -0.00382  0.00024
          7.5783710  9.55280 10.07472 0.054634 340.1536   2.4871  36.6666 113.6288   2.4871   9.0309   9.1450 -6.39572  6.53503  0.14074 -0.00428 -0.00392  0.00024
          7.6440794  9.55219 10.07360 0.054585 340.1149   2.4872  37.5068 113.6291   2.4872   9.0308   9.1498 -6.49777  6.44026  0.14645 -0.00422 -0.00398  0.00024
          7.7097878  9.55150 10.07232 0.054528 340.0725   2.4872  38.3511 113.6292   2.4872   9.0307   9.1547 -6.59838  6.34406  0.15213 -0.00416 -0.00404  0.00024
          7.7754962  9.55074 10.07096 0.054469 340.0229   2.4872  39.2024 113.6295   2.4872   9.0305   9.1597 -6.69751  6.24646  0.15777 -0.00410 -0.00410  0.00023
          7.8412047  9.54997 10.06959 0.054411 339.9684   2.4872  40.0582 113.6299   2.4872   9.0303   9.1647 -6.79516  6.14747  0.16338 -0.00404 -0.00415  0.00023
          7.9507187  9.54871 10.06740 0.054320 339.8747   2.4873  41.4873 113.6304   2.4873   9.0300   9.1733 -6.95453  5.97949  0.17265 -0.00393 -0.00425  0.00023
          8.0164271  9.54798 10.06616 0.054271 339.8162   2.4873  42.3466 113.6310   2.4873   9.0298   9.1786 -7.04812  5.87693  0.17816 -0.00387 -0.00430  0.00023
          8.0821355  9.54732 10.06505 0.054228 339.7612   2.4874  43.2023 113.6316   2.4874   9.0296   9.1839 -7.14014  5.77309  0.18363 -0.00380 -0.00435  0.00023
          8.1478439  9.54671 10.06402 0.054187 339.7125   2.4874  44.0524 113.6320   2.4874   9.0294   9.1893 -7.23059  5.66797  0.18906 -0.00374 -0.00441  0.00023
          8.2573580  9.54556 10.06205 0.054108 339.6228   2.4875  45.4784 113.6328   2.4875   9.0291   9.1985 -7.37779  5.49004  0.19802 -0.00362 -0.00449  0.00022
          8.3230664  9.54480 10.06076 0.054056 339.5614   2.4875  46.3416 113.6333   2.4875   9.0288   9.2040 -7.46396  5.38167  0.20334 -0.00356 -0.00454  0.00022
          8.3887748  9.54399 10.05939 0.054003 339.4946   2.4875  47.2104 113.6337   2.4875   9.0286   9.2097 -7.54850  5.27213  0.20861 -0.00349 -0.00459  0.00022
          8.4544832  9.54307 10.05790 0.053948 339.4153   2.4876  48.0911 113.6341   2.4876   9.0282   9.2154 -7.63138  5.16145  0.21383 -0.00342 -0.00464  0.00022
          8.5639973  9.54160 10.05562 0.053872 339.2736   2.4877  49.5669 113.6352   2.4877   9.0276   9.2251 -7.76581  4.97450  0.22244 -0.00330 -0.00471  0.00021
          8.6297057  9.54085 10.05453 0.053840 339.1962   2.4877  50.4446 113.6357   2.4877   9.0272   9.2310 -7.84422  4.86089  0.22754 -0.00323 -0.00476  0.00021
          8.6954141  9.54015 10.05355 0.053814 339.1227   2.4877  51.3184 113.6362   2.4877   9.0268   9.2370 -7.92093  4.74623  0.23259 -0.00316 -0.00480  0.00021
          8.7611225  9.53956 10.05272 0.053793 339.0570   2.4877  52.1844 113.6366   2.4877   9.0264   9.2430 -7.99593  4.63055  0.23759 -0.00309 -0.00484  0.00021
          8.8268309  9.53904 10.05201 0.053776 339.0002   2.4878  53.0421 113.6369   2.4878   9.0261   9.2491 -8.06920  4.51388  0.24254 -0.00302 -0.00488  0.00021
          8.9363450  9.53812 10.05067 0.053737 338.9081   2.4878  54.4709 113.6370   2.4878   9.0256   9.2594 -8.18745  4.31728  0.25067 -0.00290 -0.00495  0.00020
          9.0020534  9.53746 10.04969 0.053707 338.8424   2.4878  55.3387 113.6374   2.4878   9.0252   9.2656 -8.25606  4.19808  0.25548 -0.00282 -0.00499  0.00020
          9.0677618  9.53675 10.04866 0.053678 338.7698   2.4878  56.2131 113.6378   2.4878   9.0248   9.2719 -8.32289  4.07799  0.26023 -0.00275 -0.00502  0.00020
